T恤	ti4 xu4
律师资格	lu:4 shi1 zi1 ge5
律诗	lu:4 shi1
率	lu:4
率	shuai4
率部	shuai4 bu4
率领	shuai4 ling3
率先	shuai4 xian1
率直	shuai4 zhi2
滤	lu:4
滤波	lu:4 bo1
滤波器	lu:4 bo1 qi4
滤池	lu:4 chi2
滤过	lu:4 guo4
滤器	lu:4 qi4
滤清	lu:4 qing1
滤色镜	lu:4 se4 jing4
滤液	lu:4 ye4
滤纸	lu:4 zhi3
绿	lu:4
绿茶	lu:4 cha2
绿灯	lu:4 deng1
绿地	lu:4 di4
绿豆	lu:4 dou4
绿肥	lu:4 fei2
绿肥作物	lu:4 fei2 zuo4 wu4
绿化	lu:4 hua4
绿卡	lu:4 ka3
绿林	lu4 lin2
绿林好汉	lu4 lin2 hao3 han4
绿酶素	lu:4 mei2 su4
绿色	lu:4 se4
绿色植物	lu:4 se4 zhi2 wu4
绿水	lu:4 shui3
绿荫	lu:4 yin1
绿营	lu:4 ying2
绿油油	lu:4 you2 you2
绿藻	lu:4 zao3
绿洲	lu:4 zhou1
绿竹	lu:4 zhu2
孪生兄弟	luan2 sheng1 xiong1 di4
滦县	luan2 xian4
滦州	luan2 zhou1
卵	luan3
卵巢	luan3 chao2
卵黄	luan3 huang2
卵块	luan3 kuai4
卵裂	luan3 lie4
卵泡	luan3 pao4
卵生	luan3 sheng1
卵石	luan3 shi2
卵细胞	luan3 xi4 bao1
卵形	luan3 xing2
卵子	luan3 zi3
乱	luan4
乱动	luan4 dong4
乱哄哄	luan4 hong1 hong1
乱来	luan4 lai2
乱跑	luan4 pao3
乱七八糟	luan4 qi1 ba1 zao1
乱世	luan4 shi4
乱糟糟	luan4 zao1 zao1
乱真	luan4 zhen1
乱子	luan4 zi5
掠	lu:e4
掠夺	lu:e4 duo2
掠过	lu:e4 guo5
略	lu:e4
略大于	lu:e4 da4 yu2
略带	lu:e4 dai4
略低于	lu:e4 di1 yu2
略高于	lu:e4 gao1 yu2
略加	lu:e4 jia1
略加思索	lu:e4 jia1 si1 suo3
略略	lu:e4 lu:e4
略去	lu:e4 qu4
略图	lu:e4 tu2
略微	lu:e4 wei1
略为	lu:e4 wei2
略阳	lu:e4 yang2
抡	lun1
轮	lun2
轮班	lun2 ban1
轮齿	lun2 chi3
轮虫	lun2 chong2
轮船	lun2 chuan2
轮船长	lun2 chuan2 zhang3
轮带	lun2 dai4
轮渡	lun2 du4
轮番	lun2 fan1
轮换	lun2 huan4
轮回	lun2 hui2
轮机	lun2 ji1
轮廓	lun2 kuo4
轮流	lun2 liu2
轮盘	lun2 pan2
轮式拖拉机	lun2 shi4 tuo1 la1 ji1
轮胎	lun2 tai1
轮休	lun2 xiu1
轮训	lun2 xun4
轮椅	lun2 yi3
轮轴	lun2 zhou2
轮转	lun2 zhuan4
轮子	lun2 zi5
轮作	lun2 zuo4
伦	lun2
伦贝尔	lun2 bei4 er3
伦比	lun2 bi3
伦常	lun2 chang2
伦敦	lun2 dun1
伦理	lun2 li3
伦理学	lun2 li3 xue2
伦琴	lun2 qin2
伦琴射线	lun2 qin2 she4 xian4
沦为	lun2 wei2
沦陷	lun2 xian4
论	lun4
论辩	lun4 bian4
论处	lun4 chu3
论点	lun4 dian3
论调	lun4 diao4
论断	lun4 duan4
论衡	lun4 heng2
论价	lun4 jia4
论据	lun4 ju4
论理	lun2 li3
论述	lun4 shu4
论说	lun4 shuo1
论坛	lun4 tan2
论坛报	lun4 tan2 bao4
论题	lun4 ti2
论文	lun4 wen2
论文儿	lun4 wen2 er2
论文集	lun4 wen2 ji2
论文选集	lun4 wen2 xuan3 ji2
论语	lun2 yu3
论战	lun4 zhan4
论争	lun2 zheng1
论证	lun4 zheng4
论著	lun4 zhu4
萝卜	luo2 bo5
螺	luo2
螺钉	luo2 ding1
螺距	luo2 ju4
螺帽	luo2 mao4
螺母	luo2 mu3
螺栓	luo2 shuan1
螺丝	luo2 si1
螺丝钉	luo2 si1 ding1
螺丝帽	luo2 si1 mao4
螺纹	luo2 wen2
螺线	luo2 xian4
螺线管	luo2 xian4 guan3
螺旋	luo2 xuan2
螺旋桨	luo2 xuan2 jiang3
螺旋线	luo2 xuan2 xian4
螺蛳	luo2 si1
罗	luo2
罗伯特	luo2 bo2 te4
罗伯特巴乔	luo2 bo2 te4 ba1 qiao2
罗伯托巴乔	luo2 bo2 tuo1 ba1 qiao2
罗布林卡	luo2 bu4 lin2 ka3
罗丹	luo2 dan1
罗德里格斯	luo2 de2 li3 ge2 si1
罗得岛	luo2 de2 dao3
罗得西亚	luo2 de2 xi1 ya4
罗非鱼	luo2 fei1 yu2
罗高寿	luo2 gao1 shou4
罗汉	luo2 han4
罗经	luo2 jing1
罗拉	luo2 la1
罗利	luo2 li4
罗列	luo2 lie4
罗马	luo2 ma3
罗马帝国	luo2 ma3 di4 guo2
罗马法	luo2 ma3 fa3
罗马里奥	luo2 ma3 li3 ao4
罗马尼亚	luo2 ma3 ni2 ya4
罗马数字	luo2 ma3 shu4 zi4
罗蒙诺索夫	luo2 meng1 nuo4 suo3 fu1
罗盘	luo2 pan2
罗瑞卿	luo2 rui4 qing1
罗莎	luo1 sha1
罗斯	luo2 si1
罗斯托夫	luo2 si1 tuo1 fu1
罗素	luo2 su4
罗唆	luo1 suo1
罗瓦伊纳	luo2 wa3 yi1 na4
罗网	luo2 wang3
罗纹	luo2 wen2
罗星塔	luo2 xing1 ta3
罗织	luo2 zhi1
罗嗦	luo1 suo5
逻	luo2
逻各斯	luo2 ge4 si1
逻辑	luo2 ji5
逻辑思维	luo2 ji5 si1 wei2
逻辑学	luo2 ji5 xue2
锣鼓	luo2 gu3
箩	luo2
箩筐	luo2 kuang1
骡	luo2
骡马	luo2 ma3
骡子	luo2 zi5
裸露	luo3 lu4
裸露面积	luo3 lu4 mian4 ji1
裸体	luo3 ti3
裸子植物	luo3 zi3 zhi2 wu4
落	la4
落	luo4
落榜	luo4 bang3
落笔	luo4 bi3
落差	luo4 cha1
落成	luo4 cheng2
落锤	luo1 chui2
落得	luo4 de5
落地	luo4 di4
落第	luo4 di4
落点	luo4 dian3
落后	luo4 hou4
落后面貌	luo4 hou4 mian4 mao4
落后于	luo4 hou4 yu2
落户	luo4 hu4
落花	lao4 hua1
落花流水	luo4 hua1 liu2 shui3
落脚	luo4 jiao3
落空	luo4 kong1
落款	luo4 kuan3
落泪	luo4 lei4
落落大方	luo4 luo4 da4 fang1
落幕	luo4 mu4
落日	luo4 ri4
落入	luo4 ru4
落纱	luo4 sha1
落石	luo4 shi2
落实	luo4 shi2
落水	luo4 shui3
落水狗	luo4 shui3 gou3
落体	luo4 ti3
落网	luo4 wang3
落伍	luo4 wu3
落下	la4 xia4
落下	luo4 xia4
落选	luo4 xuan3
落叶	luo4 ye4
落叶松	luo4 ye4 song1
落叶松林	luo4 ye4 song1 lin2
落雨	luo4 yu3
落矶山脉	luo4 ji1 shan1 mai4
洛	luo4
洛夫	luo4 fu1
洛克	luo4 ke4
洛克菲勒	luo4 ke4 fei1 le4
洛兰	luo4 lan2
洛林	luo4 lin2
洛洛	luo4 luo4
洛美	luo4 mei3
洛杉矶	luo4 shan1 ji1
洛阳	luo4 yang2
洛伊	luo4 yi1
洛佣	luo4 yong4
骆	luo4
骆驼	luo4 tuo2
络	luo4
络合	luo4 he2
络合物	luo4 he2 wu4
络筒机	luo4 tong3 ji1
络线	luo4 xian4
络绎不绝	luo4 yi4 bu2 jue2
妈	ma1
妈的	ma1 de5
妈妈	ma1 ma5
妈祖	ma1 zu3
妈祖庙	ma1 zu3 miao4
妈咪	ma1 mi5
麻	ma2
麻斑	ma2 ban1
麻痹	ma2 bi4
麻痹大意	ma2 bi4 da4 yi4
麻布	ma2 bu4
麻城	ma2 cheng2
麻袋	ma2 dai4
麻烦	ma2 fan2
麻纺	ma2 fang3
麻纺织	ma2 fang3 zhi1
麻风	ma2 feng1
麻哈鱼	ma2 ha1 yu2
麻将	ma2 jiang4
麻将牌	ma2 jiang4 pai2
麻木	ma2 mu4
麻雀	ma2 que4
麻纱	ma2 sha1
麻绳	ma2 sheng2
麻省理工	ma2 sheng3 li3 gong1
麻线	ma2 xian4
麻药	ma2 yao4
麻油	ma2 you2
麻州	ma2 zhou1
麻子	ma2 zi5
麻醉	ma2 zui4
麻醉剂	ma2 zui4 ji4
麻醉品	ma2 zui4 pin3
麻醉药品	ma2 zui4 yao4 pin3
玛丽	ma3 li4
玛尼托芭	ma3 ni2 tuo1 ba1
玛瑙	ma3 nao3
码	ma3
码头	ma3 tou5
蚂蚁	ma3 yi3
蚂蚱	ma4 zha5
马	ma3
马鞍	ma3 an1
马鞍山	ma3 an1 shan1
马鞭	ma3 bian1
马兵俑	ma3 bing1 yong3
马不停蹄	ma3 bu4 ting2 ti2
马槽	ma3 cao2
马场	ma3 chang3
马车	ma3 che1
马达	ma3 da2
马达加斯加	ma3 da2 jia1 si1 jia1
马刀	ma3 dao1
马到成功	ma3 dao4 cheng2 gong1
马德里	ma3 de2 li3
马德望	ma3 de2 wang4
马灯	ma3 deng1
马丁	ma3 ding1
马丁内斯	ma3 ding1 nei4 si1
马队	ma3 dui4
马儿	ma3 er2
马耳他	ma3 er3 ta1
马尔	ma3 er3
马尔代夫	ma2 er3 dai4 fu1
马尔蒂尼	ma3 er3 di4 ni2
马尔萨斯	ma3 er3 sa4 si1
马尔维纳斯群岛	ma3 er3 wei2 na4 si1 qun2 dao3
马工	ma3 gong1
马褂	ma3 gua4
马关条约	ma3 guan1 tiao2 yue1
马哈蒂尔	ma3 ha1 di4 er3
马赫	ma3 he4
马后炮	ma3 hou4 pao4
马虎	ma3 hu5
马虎眼	ma3 hu5 yan3
马吉德	ma3 ji2 de2
马脚	ma3 jiao3
马可	ma3 ke3
马克	ma3 ke4
马克斯	ma3 ke4 si1
马克思	ma3 ke4 si1
马克思列宁主义	ma3 ke4 si1 lie4 ning2 zhu3 yi4
马克思主义	ma3 ke4 si1 zhu3 yi4
马克思主义者	ma3 ke4 si1 zhu3 yi4 zhe3
马口铁	ma3 kou3 tie3
马拉	ma3 la1
马拉博	ma3 la4 bo2
马拉多纳	ma3 la1 duo1 na4
马拉硫磷	ma3 la1 liu2 lin2
马拉松	ma3 la1 song1
马拉松赛	ma3 la1 song1 sai4
马拉维	ma3 la1 wei2
马来西亚	ma3 lai2 xi1 ya4
马来亚	ma3 lai2 ya4
马兰	ma3 lan2
马里	ma3 li3
马里兰	ma3 li3 lan2
马里亚纳	ma3 li3 ya4 na4
马力	ma3 li4
马列主义	ma3 lie4 zhu3 yi4
马铃薯	ma3 ling2 shu3
马路	ma3 lu4
马马虎虎	ma3 ma3 hu5 hu5
马尼拉	ma3 ni2 la1
马匹	ma3 pi3
马普托	ma3 pu3 tuo1
马群	ma3 qun2
马萨罗	ma3 sa4 luo2
马萨诸塞	ma3 sa4 zhu1 sai4
马赛	ma3 sai4
马上	ma3 shang4
马绍尔群岛	ma3 shao4 er2 qun2 dao3
马氏体	ma3 shi4 ti3
马术	ma3 shu4
马斯	ma3 si1
马斯特里赫特	ma3 si1 te4 li3 he4 te4
马太	ma3 tai4
马特乌斯	ma3 te4 wu1 si1
马蹄	ma3 ti2
马蹄形	ma3 ti2 xing2
马桶	ma3 tong3
马头	ma3 tou2
马头琴	ma3 tou2 qin2
马尾松	ma3 wei3 song1
马西埃	ma3 xi1 ai1
马戏	ma3 xi4
马子	ma3 zi5
马鬃	ma3 zong1
骂	ma4
嘛	ma5
吗	ma2
吗	ma5
吗啡	ma3 fei1
埋	mai2
埋藏	mai2 cang2
埋伏	mai5 fu2
埋没	mai2 mo4
埋头	mai2 tou2
埋头苦干	mai2 tou2 ku3 gan4
埋怨	man2 yuan4
埋葬	mai2 zang4
买	mai3
买办	mai3 ban4
买办阶级	mai3 ban4 jie1 ji2
买办资产阶级	mai3 ban4 zi1 chan3 jie1 ji2
买不起	mai3 bu4 qi3
买得到	mai3 de5 dao4
买方	mai3 fang1
买方市场	mai3 fang1 shi4 chang3
买好	mai3 hao3
买回	mai3 hui2
买价	mai3 jia4
买进	mai3 jin4
买来	mai3 lai2
买卖	mai3 mai5
买卖人	mai3 mai5 ren2
买主	mai3 zhu3
麦	mai4
麦茬	mai4 cha2
麦当劳	mai4 dang1 lao2
麦迪逊	mai4 di2 xun4
麦地那	mai4 di4 na4
麦积山	mai4 ji1 shan1
麦加	mai4 jia1
麦角	mai4 jiao3
麦克	mai4 ke4
麦克尼尔	mai4 ke4 ni2 er3
麦克斯韦	mai4 ke4 si1 wei2
麦粒	mai4 li4
麦苗	mai4 miao2
麦收	mai4 shou1
麦穗	mai4 sui4
麦田	mai4 tian2
麦乡	mai4 xiang1
麦芽	mai4 ya2
麦芽糖	mai4 ya2 tang2
麦子	mai4 zi5
麦总产	mai4 zong3 chan3
麦麸	mai4 fu1
卖	mai4
卖出	mai4 chu1
卖方	mai4 fang1
卖给	mai4 gei3
卖国	mai4 guo2
卖国贼	mai4 guo2 zei2
卖价	mai4 jia4
卖力	mai4 li4
卖力气	mai4 li4 qi4
卖命	mai4 ming4
卖弄	mai4 nong5
卖钱	mai4 qian2
卖身	mai4 shen1
卖文	mai4 wen2
卖淫	mai4 yin2
卖主	mai4 zhu3
卖座	mai4 zuo4
迈	mai4
迈阿密	mai4 a1 mi4
迈步	mai4 bu4
迈进	mai4 jin4
迈向	mai4 xiang4
脉	mai4
脉搏	mai4 bo2
脉冲	mai4 chong1
脉冲雷达	mai4 chong1 lei2 da2
脉动	mai4 dong4
脉动电流	mai4 dong4 dian4 liu2
脉管	mai4 guan3
脉络	mai4 luo4
脉石	mai4 shi2
瞒	man2
馒头	man2 tou5
蛮	man2
蛮干	man2 gan4
蛮好	man2 hao3
蛮横	man2 heng4
蛮族	man2 zu2
满	man3
满不在乎	man3 bu4 zai4 hu1
满城	man3 cheng2
满地	man3 di4
满分	man3 fen1
满怀	man3 huai2
满怀信心	man3 huai2 xin4 xin1
满环	man3 huan2
满江红	man3 jiang1 hong2
满口	man3 kou3
满脸	man3 lian3
满满	man3 man3
满满当当	man3 man3 dang1 dang1
满门	man3 men2
满面	man3 mian4
满面春风	man3 mian4 chun1 feng1
满面笑容	man3 mian4 xiao4 rong2
满目	man3 mu4
满脑子	man3 nao3 zi5
满腔	man3 qiang1
满身	man3 shen1
满天	man3 tian1
满心	man3 xin1
满眼	man3 yan3
满意	man3 yi4
满员	man3 yuan2
满月	man3 yue4
满载	man3 zai4
满载而归	man3 zai4 er2 gui1
满洲	man3 zhou1
满洲国	man3 zhou1 guo2
满洲里	man3 zhou1 li3
满足	man3 zu2
满族	man3 zu2
满座	man3 zuo4
蔓延	man4 yan2
蔓菁	man2 jing5
曼	man4
曼彻斯特	man4 che4 si1 te4
曼德拉	man4 de2 la1
曼谷	man4 gu3
曼哈顿	man4 ha1 dun4
曼索尔	man4 suo3 er3
曼延	man4 yan2
曼梏	man4 gu4
慢	man4
慢车	man4 che1
慢儿	man4 er2
慢化剂	man4 hua4 ji4
慢慢	man4 man4
慢慢儿	man4 man4 er2
慢慢来	man4 man4 lai2
慢条斯理	man4 tiao2 si1 li3
慢吞吞	man4 tun1 tun1
慢性	man4 xing4
慢性病	man4 xing4 bing4
慢性气管炎	man4 xing4 qi4 guan3 yan2
慢走	man4 zou3
漫	man4
漫不经心	man4 bu4 jing1 xin1
漫步	man4 bu4
漫长	man4 chang2
漫画	man4 hua4
漫画家	man4 hua4 jia1
漫画像	man4 hua4 xiang4
漫骂	man4 ma4
漫漫	man4 man4
漫山遍野	man4 shan1 bian4 ye3
漫射	man4 she4
漫谈	man4 tan2
漫天	man4 tian1
漫游	man4 you2
谩骂	man4 ma4
芒果	mang2 guo3
芒硝	mang2 xiao1
芒种	mang2 zhong4
茫茫	mang2 mang2
茫然	mang2 ran2
盲	mang2
盲肠	mang2 chang2
盲从	mang2 cong2
盲动	mang2 dong4
盲动主义	mang2 dong4 zhu3 yi4
盲聋哑	mang2 long2 ya1
盲目	mang2 mu4
盲目性	mang2 mu4 xing4
盲人	mang2 ren2
忙	mang2
忙活	mang2 huo2
忙碌	mang2 lu4
忙碌碌	mang2 lu4 lu4
忙乱	mang2 luan4
忙忙	mang2 mang2
忙于	mang2 yu2
莽	mang3
莽莽	mang3 mang3
猫	mao1
茅草	mao2 cao3
茅草丛	mao2 cao3 cong2
茅草房	mao2 cao3 fang2
茅山	mao2 shan1
茅台	mao2 tai2
茅台酒	mao2 tai2 jiu3
茅屋	mao2 wu1
锚	mao2
锚地	mao2 di4
锚固	mao2 gu4
锚喷支护	mao2 pen1 zhi1 hu4
毛	mao2
毛白杨	mao2 bai2 yang2
毛笔	mao2 bi3
毛病	mao2 bing4
毛茶	mao2 cha2
毛虫	mao2 chong2
毛刺	mao2 ci4
毛发	mao2 fa1
毛纺	mao2 fang3
毛纺厂	mao2 fang3 chang3
毛纺织	mao2 fang3 zhi1
毛纺织厂	mao2 fang3 zhi1 chang3
毛巾	mao2 jin1
毛裤	mao2 ku4
毛里求斯	mao2 li3 qiu2 si1
毛里塔尼亚	mao2 li3 ta3 ni2 ya4
毛利	mao2 li4
毛料	mao2 liao4
毛驴	mao2 lu:2
毛毛	mao2 mao5
毛毛雨	mao2 mao2 yu3
毛坯	mao2 pi1
毛皮	mao2 pi2
毛钱	mao2 qian2
毛绒	mao2 rong2
毛诗	mao2 shi1
毛遂自荐	mao2 sui2 zi4 jian4
毛毯	mao2 tan3
毛头	mao2 tou2
毛细管	mao2 xi4 guan3
毛线	mao2 xian4
毛线衣	mao2 xian4 yi1
毛衣	mao2 yi1
毛泽东	mao2 ze2 dong1
毛泽东纪念堂	mao2 ze2 dong1 ji4 nian4 tang2
毛泽东思想	mao2 ze2 dong1 si1 xiang3
毛毡	mao2 zhan1
毛织品	mao2 zhi1 pin3
毛竹	mao2 zhu2
毛主席	mao2 zhu3 xi2
毛装	mao2 zhuang1
毛子	mao2 zi5
矛	mao2
矛盾	mao2 dun4
矛盾的普遍性	mao2 dun4 de5 pu3 bian4 xing4
矛盾的特殊性	mao2 dun4 de5 te4 shu1 xing4
矛盾论	mao2 dun4 lun4
矛头	mao2 tou2
铆	mao3
卯	mao3
茂	mao4
茂林	mao4 lin2
茂密	mao4 mi4
茂敏	mao4 min3
茂明	mao4 ming2
茂名	mao4 ming2
茂盛	mao4 sheng4
茂浼	mao4 mei3
冒	mao4
冒充	mao4 chong1
冒顶	mao4 ding3
冒号	mao4 hao4
冒火	mao4 huo3
冒尖	mao4 jian1
冒进	mao4 jin4
冒口	mao4 kou3
冒冒昧昧	mao4 mao4 mei4 mei4
冒昧	mao4 mei4
冒牌	mao4 pai2
冒险	mao4 xian3
冒险主义	mao4 xian3 zhu3 yi4
冒烟	mao4 yan1
冒雨	mao4 yu3
帽	mao4
帽徽	mao4 hui1
帽子	mao4 zi5
貌	mao4
貌似	mao4 si4
贸	mao4
贸贸然	mao4 mao4 ran2
贸然	mao4 ran2
贸易	mao4 yi4
贸易壁垒	mao4 yi4 bi4 lei3
贸易额	mao4 yi4 e2
贸易公司	mao4 yi4 gong1 si1
贸易逆差	mao4 yi4 ni4 cha1
贸易谈判	mao4 yi4 tan2 pan4
贸易协定	mao4 yi4 xie2 ding4
贸易协会	mao4 yi4 xie2 hui4
贸易性	mao4 yi4 xing4
么	ma5
么	me5
玫	mei2
玫瑰	mei2 gui1
玫瑰红	mei2 gui4 hong2
枚	mei2
梅	mei2
梅村	mei2 cun1
梅毒	mei2 du2
梅尔金	mei2 er3 jin1
梅干菜	mei2 gan1 cai4
梅花	mei2 hua1
梅花鹿	mei2 hua1 lu4
梅花拳	mei2 hua1 quan2
梅花形	mei2 hua1 xing2
梅花状	mei2 hua1 zhuang4
梅杰	mei2 jie2
梅兰芳	mei2 lan2 fang1
梅林	mei2 lin2
梅内姆	mei2 nei4 mu3
梅雨	mei2 yu3
梅子	mei2 zi5
酶	mei2
霉	mei2
霉菌	mei2 jun1
霉烂	mei2 lan4
煤	mei2
煤层	mei2 ceng2
煤耗	mei2 hao4
煤灰	mei2 hui1
煤火	mei2 huo3
煤焦油	mei2 jiao1 you2
煤矿	mei2 kuang4
煤炉	mei2 lu2
煤炉子	mei2 lu2 zi5
煤气	mei2 qi4
煤气化	mei2 qi4 hua4
煤气炉	mei2 qi4 lu2
煤气灶	mei2 qi4 zao4
煤球	mei2 qiu2
煤炭	mei2 tan4
煤炭工业	mei2 tan4 gong1 ye4
煤田	mei2 tian2
煤系	mei2 xi4
煤烟	mei2 yan1
煤窑	mei2 yao2
煤油	mei2 you2
煤油灯	mei2 you2 deng1
煤渣	mei2 zha1
没	mei2
没	mo4
没办法	mei2 ban4 fa3
没边没际	mei2 bian1 mei2 ji4
没出息	mei2 chu1 xi1
没错	mei2 cuo4
没法	mei2 fa3
没法儿	mei2 fa3 er2
没法子	mei2 fa3 zi5
没关系	mei2 guan1 xi4
没劲	mei2 jin4
没劲	mei2 jing4
没空	mei2 kong4
没落	mo4 luo4
没人	mei2 ren2
没什么	mei2 shen2 me5
没事	mei2 shi4
没事儿	mei2 shi4 er2
没事儿的	mei2 shi4 er2 de5
没收	mo4 shou1
没完没了	mei2 wan2 mei2 liao3
没问题	mei2 wen4 ti2
没用	mei2 yong4
没有	mei2 you3
没有过	mei2 you3 guo4
没有用	mei2 you3 yong4
没准	mei2 zhun3
没准儿	mei2 zhun3 er2
眉	mei2
眉飞色舞	mei2 fei1 se4 wu3
眉开眼笑	mei2 kai1 yan3 xiao4
眉毛	mei2 mao2
眉目	mei2 mu4
眉批	mei2 pi1
眉梢	mei2 shao1
眉头	mei2 tou2
眉眼	mei2 yan3
眉宇	mei2 yu3
媒	mei2
媒件	mei2 jian4
媒介	mei2 jie4
媒婆	mei2 po2
媒人	mei2 ren2
媒体	mei2 ti3
媒质	mei2 zhi4
镁	mei3
镁合金	mei3 he2 jin1
镁砂	mei3 sha1
镁砖	mei3 zhuan1
每	mei3
每当	mei3 dang1
每逢	mei3 feng2
每况愈下	mei3 kuang4 yu4 xia4
每每	mei3 mei3
每人	mei3 ren2
每日	mei3 ri4
每时每刻	mei3 shi2 mei3 ke4
每天	mei3 tian1
美	mei3
美不胜收	mei3 bu4 sheng4 shou1
美钞	mei3 chao1
美称	mei3 cheng1
美德	mei3 de2
美感	mei3 gan3
美工	mei3 gong1
美观	mei3 guan1
美国	mei3 guo2
美国参议院	mei3 guo2 can1 yi4 yuan4
美国国会	mei3 guo2 guo2 hui4
美国人	mei3 guo2 ren2
美好	mei3 hao3
美华	mei3 hua2
美化	mei3 hua4
美慧	mei3 hui4
美金	mei3 jin1
美景	mei3 jing3
美酒	mei3 jiu3
美军	mei3 jun1
美凯	mei3 kai3
美丽	mei3 li2
美利坚合众国	mei3 li4 jian1 he2 zhong4 guo2
美联社	mei3 lian2 she4
美满	mei3 man3
美貌	mei3 mao4
美梦	mei3 meng4
美妙	mei3 miao4
美名	mei3 ming2
美女	mei3 nu:3
美人	mei3 ren2
美容	mei3 rong2
美容院	mei3 rong2 yuan4
美食	mei3 shi2
美属维尔京群岛	mei3 shu3 wei2 er3 jing1 qun2 dao3
美术	mei3 shu4
美术馆	mei3 shu4 guan3
美术家	mei3 shu4 jia1
美术品	mei3 shu4 pin3
美谈	mei3 tan2
美味	mei3 wei4
美学	mei3 xue2
美学界	mei3 xue2 jie4
美学理论	mei3 xue2 li3 lun4
美育	mei3 yu4
美誉	mei3 yu4
美元	mei3 yuan2
美元汇率	mei3 yuan2 hui4 lu:4
美展	mei3 zhan3
美中不足	mei3 zhong1 bu4 zu2
美洲	mei3 zhou1
美洲国家组织	mei3 zhou1 guo2 jia1 zu3 zhi1
美泗	mei3 si4
昧	mei4
寐	mei4
妹	mei4
妹夫	mei4 fu5
妹妹	mei4 mei4
妹子	mei4 zi5
媚	mei4
媚外	mei4 wai4
门	men2
门板	men2 ban3
门齿	men2 chi3
门当户对	men2 dang1 hu4 dui4
门道	men2 dao5
门第	men2 di4
门电路	men2 dian4 lu4
门对门	men2 dui4 men2
门儿	men2 er2
门阀	men2 fa2
门房	men2 fang2
门缝	men2 feng4
门户	men2 hu4
门槛	men2 kan3
门捷列夫	men2 jie2 lie4 fu1
门径	men2 jing4
门坎	men2 kan3
门口	men2 kou3
门框	men2 kuang4
门类	men2 lei4
门帘	men2 lian2
门铃	men2 ling2
门楼	men2 lou2
门路	men2 lu5
门罗	men2 luo2
门面	men2 mian4
门牌	men2 pai2
门票	men2 piao4
门人	men2 ren2
门生	men2 sheng1
门市	men2 shi4
门市部	men2 shi4 bu4
门头沟	men2 tou2 gou1
门徒	men2 tu2
门下	men2 xia4
门限	men2 xian4
门牙	men2 ya2
门诊	men2 zhen3
门柱	men2 zhu4
门楣	men2 mei2
闷	men1
闷	men4
闷葫芦	men4 hu2 lu2
闷气	men1 qi4
闷热	men1 re4
闷烧锅	men4 shao1 guo1
们	men5
萌动	meng2 dong4
萌发	meng2 fa1
萌生	meng2 sheng1
萌芽	meng2 ya2
萌芽林	meng2 ya2 lin2
蒙	meng1
蒙	meng2
蒙	meng3
蒙彼利埃	meng2 bi3 li4 ai1
蒙蔽	meng2 bi4
蒙博托	meng3 bo2 tuo1
蒙城	meng2 cheng2
蒙大拿	meng2 da4 na2
蒙哥马利	meng2 ge1 ma3 li4
蒙古	meng3 gu3
蒙古人	meng3 gu3 ren2
蒙古语	meng3 gu3 yu3
蒙古族	meng3 gu3 zu2
蒙混过关	meng2 hun4 guo4 guan1
蒙蒙	meng1 meng1
蒙面	meng2 mian4
蒙面纱	meng2 mian4 sha1
蒙难	meng2 nan4
蒙皮	meng2 pi2
蒙骗	meng1 pian4
蒙受	meng2 shou4
蒙特	meng3 te4
蒙特利尔	meng2 te4 li4 er3
蒙特塞拉岛	meng2 te4 sai4 la1 dao3
蒙族	meng2 zu2
盟	meng2
盟国	meng2 guo2
盟军	meng2 jun1
盟友	meng2 you3
盟约	meng2 yue1
盟主	meng2 zhu3
锰	meng3
锰钢	meng3 gang1
锰铁	meng3 tie3
猛	meng3
猛冲	meng3 chong1
猛打	meng3 da3
猛地	meng3 de5
猛飞	meng3 fei1
猛攻	meng3 gong1
猛虎	meng3 hu3
猛火	meng3 huo3
猛啃书	meng3 ken3 shu1
猛烈	meng3 lie4
猛扑	meng3 pu1
猛然	meng3 ran2
猛兽	meng3 shou4
猛增	meng3 zeng1
猛涨	meng3 zhang3
猛子	meng3 zi5
梦	meng4
梦幻	meng4 huan4
梦见	meng4 jian4
梦境	meng4 jing4
梦寐以求	meng4 mei4 yi3 qiu2
梦溪笔谈	meng4 xi1 bi3 tan2
梦乡	meng4 xiang1
梦想	meng4 xiang3
梦呓	meng4 yi4
孟	meng4
孟德斯鸠	meng4 de2 si1 jiu1
孟加拉	meng4 jia1 la1
孟加拉国	meng4 jia1 la1 guo2
孟买	meng4 mai3
孟什维克	meng4 shen2 wei2 ke4
孟县	meng4 xian4
孟阳	meng4 yang2
孟子	meng4 zi3
孟轲	meng4 ke1
眯	mi1
眯	mi3
眯缝	mi1 feng4
糜烂	mi2 lan4
迷	mi2
迷糊	mi2 hu5
迷惑	mi2 huo5
迷离	mi2 li2
迷恋	mi2 lian4
迷路	mi2 lu4
迷乱	mi2 luan4
迷漫	mi2 man4
迷茫	mi2 mang2
迷梦	mi2 meng4
迷迷糊糊	mi2 mi5 hu5 hu5
迷人	mi2 ren2
迷失	mi2 shi1
迷途	mi2 tu2
迷雾	mi2 wu4
迷信	mi2 xin4
迷惘	mi2 wang3
谜	mi2
谜语	mi2 yu3
弥	mi2
弥补	mi2 bu3
弥勒	mi2 le4
弥勒佛	mi2 le4 fo2
弥勒山	mi2 le4 shan1
弥留	mi2 liu2
弥漫	mi2 man4
弥天	mi2 tian1
米	mi3
米饭	mi3 fan4
